Make,Variant,Length,Geo,Origin,Price,Year
Fountaine Pajot,Bahia 46,45,Europe,Italy,221815,2006
Catana,47 Ocean Class,48,Caribbean,Guatemala,498238,2005
Leopard,47,48,Caribbean,Honduras,248121,2005
Nautitech,47,46,Europe,Greece,526139,2006
Nautitech,47,45,Europe,Greece,493938,2006
Lagoon,50 Owners Version,52,Caribbean,Martinique,435760,2006
Lagoon,50,49,Caribbean,British Virgin Islands,437714,2005
Lagoon,500,46,Europe,Spain,515734,2004
Lagoon,500,52,Europe,Greece,530856,2005
Lagoon,500,48,Europe,Greece,450683,2006
Lagoon,500,50,Europe,Greece,532362,2006
Lagoon,500,52,Europe,Greece,427497,2005
Lagoon,500,48,Europe,Greece,451951,2006
Lagoon,500,53,Europe,Greece,447053,2004
Lagoon ,380 S2,37,USA,Maryland,224968,2006
Broadblue,385,36,Europe,Greece,203110,2007
Broadblue,385,39,Europe,United Kingdom,193794,2006
Lagoon,420,38,Europe,Germany,321833,2005
Fountaine Pajot,Orana 44,43,Caribbean,Puerto Rico,324371,2006
Fountaine Pajot,Orana 44,41,USA,Maryland,309448,2005
Knysna,440,44,Caribbean,Trinidad and Tobago,228837,2006
Lagoon,440,45,Caribbean,Martinique,367079,2007
Lagoon,440,42,Caribbean,Martinique,385066,2006
Lagoon,440,42,Caribbean,Netherlands Antilles,294375,2006
Lagoon,440,45,Europe,Spain,370082,2006
Lagoon,440,43,Europe,Spain,414479,2008
Lagoon,440,39,Europe,Spain,339818,2008
Lagoon,440,45,Europe,Spain,306193,2006
Lagoon,440,43,Europe,Greece,286592,2005
Lagoon,440,49,Europe,Greece,313863,2007
Lagoon,440,47,USA,Florida,336997,2006
Lagoon,440,46,USA,Maryland,307305,2007
Lagoon ,440,41,USA,Florida,286591,2006
Nautitech,47,48,Europe,Greece,397433,2006
Fountaine Pajot,Salina 48,46,Europe,Turkey,348939,2006
Privilege,495,49,USA,Massachusetts,444691,2005
Lagoon,420,53,USA,Florida,437645,2006
Catana,50,51,Europe,France,683787,2006
Lagoon,500,51,Europe,Spain,596337,2007
Lagoon,500,50,Europe,Italy,497107,2007
Lagoon ,570,53,Europe,France,711812,2006
Seawind,1160,36,Caribbean,Mexico,343901,2007
Lagoon,380 S2,38,Europe,Italy,253061,2006
Lagoon,380,36,Europe,Italy,232810,2007
Lagoon,380,40,USA,Florida,231902,2007
Broadblue,385,37,Europe,Greece,193370,2006
Broadblue,385,37,Europe,Greece,194725,2008
Broadblue,385,38,Europe,Greece,196212,2008
Nautitech,40.2,39,Caribbean,Martinique,204404,2007
Fountaine Pajot,Lavezzi 40,37,Caribbean,Cayman Islands,203687,2008
Leopard,40,38,Europe,France,275775,2008
Alliaura,Feeling 39 DI,38,Europe,France,232332,2008
Fountaine Pajot,Lavezzi 40,42,Europe,France,196554,2008
Fountaine Pajot,Lavezzi 40,35,Europe,France,193415,2008
Fountaine Pajot,Lavezzi 40,35,Europe,Greece,177238,2009
Fountaine Pajot,Lavezzi 40,37,Europe,Greece,188535,2007
Nautitech,40,36,Europe,Croatia,192044,2007
Lagoon,420,40,Caribbean,Guatemala,361756,2007
Lagoon,420,39,Caribbean,Martinique,357467,2006
Lagoon,420,40,Caribbean,Martinique,315058,2007
Lagoon,420,44,Caribbean,Cayman Islands,309276,2008
Lagoon,420,41,Caribbean,British Virgin Islands,303898,2007
Lagoon,420,41,Caribbean,Cayman Islands,310317,2008
Lagoon,420,40,Caribbean,British Virgin Islands,317332,2007
Lagoon,420,39,Caribbean,Cayman Islands,302333,2007
Lagoon,420,40,Caribbean,Cayman Islands,287403,2009
Lagoon,420,43,Europe,Greece,355612,2009
Lagoon,420,41,Europe,Greece,361988,2007
Lagoon,420,40,Europe,France,335852,2009
Lagoon,420,42,Europe,France,333898,2007
Lagoon,420,41,Europe,France,341166,2007
Lagoon,420,41,Europe,France,346424,2007
Lagoon,420,37,Europe,Spain,314529,2007
Lagoon,420,38,Europe,Spain,345771,2007
Lagoon,420,39,Europe,Greece,308518,2006
Lagoon,420,41,Europe,Greece,336688,2007
Lagoon ,420,41,USA,Florida,380344,2008
Lagoon,420,40,USA,Maryland,372423,2007
Lagoon,420,40,USA,Florida,408140,2007
Lagoon,440,39,Europe,Italy,285975,2009
Lagoon,440,39,Europe,Italy,303158,2008
Manta,42 MK IV,42,USA,Florida,269401,2009
Manta,42 MK IV,40,USA,Florida,257693,2006
Fountaine Pajot,Orana 44,43,Caribbean,Saint-Martin,393516,2008
Fountaine Pajot,Orana 44,40,Caribbean,Guatemala,312153,2007
Fountaine Pajot,Orana 44,42,Caribbean,Martinique,311002,2009
Fountaine Pajot,Orana 44,41,Caribbean,Martinique,310985,2007
Fountaine Pajot,Orana 44,44,Europe,France,323749,2007
Fountaine Pajot,Orana 44,45,Europe,Greece,330285,2007
Fountaine Pajot,Orana 44,45,Europe,Greece,338746,2007
Fountaine Pajot,Orana 44,42,Europe,Greece,341183,2008
Fountaine Pajot,Orana 44,45,Europe,Turkey,271480,2008
Fountaine Pajot,Orana 44,43,Europe,Turkey,251191,2007
Nautitech,44,42,Europe,Greece,293096,2008
Lagoon,440,47,Caribbean,Guadeloupe,385870,2008
Lagoon,440,45,Caribbean,Guadeloupe,355177,2008
Lagoon,440,44,Caribbean,Guadeloupe,347398,2008
Lagoon,440,47,Caribbean,Dominican Republic,337161,2008
Lagoon,440,44,Caribbean,Mexico,317948,2008
Lagoon,440,49,Caribbean,Mexico,295627,2009
Lagoon,440,44,Europe,Spain,444079,2007
Lagoon,440,44,Europe,Spain,416972,2007
Lagoon,440,46,Europe,Italy,416685,2008
Lagoon,440,40,Europe,Turkey,358680,2008
Lagoon,440,45,Europe,Italy,390819,2008
Lagoon,440,44,Europe,France,364803,2008
Lagoon,440,38,Europe,France,360999,2006
Lagoon,440,44,Europe,Turkey,339762,2009
Lagoon,440,45,Europe,Turkey,361882,2008
Lagoon,440,41,Europe,Turkey,330348,2008
Lagoon,440,43,Europe,Turkey,336968,2008
Lagoon,440,43,Europe,Croatia,297492,2007
Lagoon,440,49,Europe,Croatia,309251,2008
Lagoon,440,47,USA,Maryland,375293,2005
Leopard,46,41,Caribbean,Martinique,296864,2007
Leopard ,46,47,USA,Florida,447774,2008
Leopard ,46,45,USA,Florida,330938,2009
Privilege,495,47,Caribbean,Martinique,482232,2008
Privilege,495,48,Caribbean,Martinique,428081,2008
Privilege,495,48,Caribbean,Martinique,381408,2008
Privilege,495,48,Caribbean,Martinique,349855,2006
Leopard,47,46,Caribbean,British Virgin Islands,111720,2008
Fountaine Pajot,Salina 48,47,Europe,Greece,508865,2006
Fountaine Pajot,Salina 48,45,Europe,Italy,411209,2008
Fountaine Pajot,Salina 48,51,Europe,Greece,382411,2008
Fountaine Pajot,Salina 48,46,Europe,Greece,383941,2008
Fountaine Pajot,Salina 48,45,Europe,Greece,337896,2008
Fountaine Pajot,Salina 48,50,Europe,Greece,344853,2007
Nautitech,47,47,Europe,Greece,351013,2008
Fountaine Pajot,Salina 48,45,Europe,Greece,363468,2007
Nautitech,47,48,Europe,Greece,333338,2007
Nautitech,47,47,Europe,Greece,347801,2008
Voyage Yachts,500,49,Caribbean,British Virgin Islands,528778,2008
Voyage Yachts,500,50,Caribbean,British Virgin Islands,452246,2007
Catana,50,52,Europe,France,707870,2008
Voyage Yachts,500,53,USA,Florida,362830,2007
Lagoon,500,50,Caribbean,Martinique,578594,2007
Lagoon,500,51,Europe,Italy,730927,2007
Lagoon ,500,50,Europe,Greece,587013,2006
Lagoon,500,50,Europe,Portugal,537182,2008
Lagoon,500,50,Europe,Portugal,566942,2007
Lagoon,500,49,Europe,Lagos,546098,2007
Lagoon,500,51,Europe,Italy,402854,2008
Lagoon,500,55,Europe,Italy,406104,2008
Lagoon,500,50,Europe,Italy,397738,2009
Lagoon,500,54,Europe,Italy,412829,2007
Catana,50,56,Europe,Spain,634553,2007
Fountaine Pajot,Lavezzi 40,43,Caribbean,Guadeloupe,196262,2007
Nautitech,40.2,40,Caribbean,Martinique,183231,2008
Nautitech,40.2,34,Caribbean,Martinique,193815,2008
Fountaine Pajot,Lipari 41,40,Caribbean,Belize,188304,2008
Lagoon,420,41,USA,Florida,332228,2008
Lagoon,420,38,USA,Florida,257577,2009
Lagoon ,420,43,USA,Florida,277138,2008
Broadblue,415,44,Europe,Spain,369451,2008
Broadblue,415,41,Europe,Spain,372879,2007
Fountaine Pajot,Orana 44,40,Caribbean,Saint-Martin,325406,2009
Fountaine Pajot,Orana 44,43,Caribbean,Antigua and Barbuda,326105,2008
Fountaine Pajot,Orana 44,43,USA,Florida,298113,2010
Lagoon,440,42,Europe,Croatia,429822,2010
Lagoon,440,43,Europe,Croatia,324870,2010
Lagoon,440,42,USA,Maryland,524496,2008
Leopard ,46,46,Europe,Italy,372055,2008
Nautitech,47,49,Caribbean,Antigua and Barbuda,371578,2009
Fountaine Pajot,Salina 48,48,Caribbean,Martinique,283768,2010
Fountaine Pajot,Salina 48,48,Europe,Croatia,317305,2008
Lagoon ,500,48,Europe,Greece,506666,2008
Lagoon,500,46,Europe,Greece,503411,2008
Lagoon,500,49,Europe,Greece,451858,2008
Lagoon,500,48,USA,Florida,417116,2007
Leopard,38,41,Caribbean,British Virgin Islands,176177,2009
Seawind ,1160,39,USA,Florida,317246,2010
Fountaine Pajot,Lipari 41,36,Caribbean,Martinique,320855,2009
Fountaine Pajot,Lipari 41,41,Caribbean,Martinique,272637,2009
Lagoon,400 Owners Version,34,Caribbean,Belize,278634,2010
Lagoon ,400,41,Caribbean,Netherlands Antilles,295391,2011
Lagoon,400,38,Caribbean,British Virgin Islands,204724,2009
Lagoon,400,39,Europe,Turkey,291113,2010
Lagoon,400,39,Europe,Turkey,272319,2008
Fountaine Pajot,Lipari 41,37,Europe,Portugal,290774,2010
Lagoon,400,38,Europe,Greece,259835,2009
Lagoon,400,37,Europe,Greece,275248,2009
Fountaine Pajot,Lipari 41,41,Europe,France,211145,2009
Lagoon,400,38,Europe,Croatia,214887,2009
Lagoon,400,36,Europe,Croatia,222430,2010
Fountaine Pajot,Lavezzi 40,38,Europe,France,223767,2009
Fountaine Pajot,Lavezzi 40,38,Europe,France,190637,2008
Lagoon,421,42,Europe,Turkey,417047,2008
Lagoon,421,43,Europe,Italy,332146,2009
Lagoon,421,41,Europe,Italy,321206,2009
Lagoon,421,42,Europe,Greece,280090,2010
Fountaine Pajot,Orana 44,39,USA,Florida,388206,2010
Nautitech,441,42,Caribbean,Martinique,362919,2009
Nautitech,441,47,Caribbean,Martinique,330573,2010
Nautitech,441,48,Caribbean,Martinique,303001,2008
Nautitech,441,41,Caribbean,Martinique,287556,2009
Nautitech,441,45,Caribbean,Martinique,262747,2009
Nautitech,441,41,Caribbean,Guadeloupe,267130,2009
Nautitech,442 Owners Version,47,Europe,Croatia,433059,2010
Nautitech,442 Owners Version,46,Europe,Croatia,422065,2010
Antares,44i,44,USA,Florida,511597,2010
Antares,44i,44,USA,Florida,503810,2009
Lagoon,440,44,Caribbean,Guadeloupe,358702,2008
Lagoon,440,43,Caribbean,Saint-Martin,327720,2010
Lagoon,440,40,Caribbean,Sint Maarten (Dutch part),341783,2009
Lagoon,440,40,Europe,Spain,413331,2010
Lagoon,440,44,Europe,France,457521,2011
Leopard,46,45,Caribbean,Saint-Martin,421455,2010
Leopard,46,45,Caribbean,Grenada,329627,2009
Catana,47,48,Caribbean,Martinique,553895,2009
Catana,47,48,Caribbean,Martinique,621174,2010
Chris White,Atlantic 48,46,USA,Washington,569059,2010
Outremer,49,52,Europe,France,781981,2010
Voyage Yachts,500 Owner's Version,53,USA,Florida,624744,2010
Lagoon,500,47,Europe,Croatia,711611,2009
Lagoon,500,49,Europe,Turkey,564450,2008
Lagoon,500,46,Europe,Turkey,555242,2009
Lagoon,500,54,Europe,Croatia,549608,2010
Lagoon,500,47,Europe,Croatia,571739,2009
Leopard,39,40,USA,Florida,357104,2011
Leopard ,39,37,USA,Florida,341355,2011
Lagoon,380,39,Europe,Greece,230754,2011
Broadblue,385,37,Caribbean,Grenada,201035,2010
Fountaine Pajot,Lipari 41,43,Caribbean,Martinique,209715,2011
Fountaine Pajot,Lipari 41,38,Europe,Italy,336272,2012
Fountaine Pajot,Lipari 41,35,Europe,Malta,307725,2011
Fountaine Pajot,Lipari 41,39,Europe,Turkey,294757,2010
Fountaine Pajot,Lipari 41,40,Europe,Turkey,266869,2010
Fountaine Pajot,Lipari 41,38,Europe,Turkey,270984,2009
Lagoon,400,39,Europe,Croatia,276120,2010
Lagoon,400,40,Europe,Croatia,276249,2010
Lagoon,400,38,Europe,Croatia,239361,2010
Lagoon,400,39,Europe,Croatia,203355,2011
Lagoon,400,41,Europe,Croatia,194171,2009
Fountaine Pajot,Lipari 41,39,Europe,Croatia,193838,2011
Fountaine Pajot,Lipari 41,37,Europe,Croatia,175797,2011
Lagoon,421,41,Europe,Portugal,347012,2011
Lagoon,421,43,Europe,Italy,294637,2010
Leopard,44,42,Caribbean,U.S. Virgin Islands,316965,2010
Leopard,44,38,Caribbean,Saint Kitts and Nevis,325382,2011
Leopard,44,44,Caribbean,U.S. Virgin Islands,337558,2010
Leopard,44,40,Caribbean,Saint Kitts and Nevis,325333,2011
Lagoon,42 Owners Version,42,Europe,Portugal,362426,2011
Lagoon,42 Owners Version,41,Europe,Portugal,302129,2011
Leopard,44,38,USA,Florida,455283,2010
Leopard,44,41,USA,Florida,485866,2009
Fountaine Pajot,Orana 44,44,Europe,Turkey,358202,2012
Nautitech,441,41,Caribbean,Martinique,282228,2009
Nautitech,441,43,Caribbean,Guadeloupe,252522,2010
Nautitech,441,44,Caribbean,Guadeloupe,264952,2011
Lagoon,450,40,Caribbean,U.S. Virgin Islands,465197,2011
Lagoon,450,46,Europe,France,544574,2011
Lagoon,450,45,Europe,Greece,511944,2011
Lagoon,450,45,Europe,Greece,519666,2010
Lagoon,450,43,Europe,France,507818,2010
Lagoon,450,45,Europe,France,545523,2010
Lagoon,450,45,Europe,France,482295,2010
Lagoon,450,40,Europe,Malta,493505,2011
Lagoon,450,42,Europe,Greece,427842,2011
Lagoon,450F,43,Europe,Turkey,494691,2011
Lagoon,450,44,Europe,Greece,475078,2010
Lagoon,450,43,Europe,Greece,443193,2011
Lagoon,450,47,Europe,Italy,355716,2010
Lagoon,450F,41,USA,Florida,450582,2009
Lagoon ,450F,42,USA,Florida,481265,2010
Leopard,46,43,Caribbean,British Virgin Islands,131053,2010
Leopard ,46,49,USA,Florida,490136,2011
Fountaine Pajot,Salina 48,47,Caribbean,Panama,422459,2011
Outremer,49,48,Caribbean,Grenada,612982,2010
Outremer,49,53,Europe,France,882532,2010
Outremer,49,48,Europe,France,833319,2010
Lagoon,500,51,Caribbean,U.S. Virgin Islands,519004,2010
Lagoon,500,49,Caribbean,U.S. Virgin Islands,450537,2011
Lagoon ,380,36,USA,New York,277841,2012
Lagoon,39,39,Europe,Italy,336582,2013
Fountaine Pajot,Lipari 41,35,Caribbean,Guatemala,302742,2011
Lagoon,400,35,Caribbean,Martinique,247136,2012
Lagoon,400,40,Caribbean,Martinique,231246,2011
Lagoon,400,42,Caribbean,Martinique,242773,2013
Lagoon,400,42,Europe,Portugal,294862,2012
Lagoon,400,39,Europe,Greece,298112,2012
Lagoon,400,40,Europe,Greece,266865,2011
Lagoon,400,36,Europe,Croatia,248059,2011
Lagoon,400,39,Europe,Croatia,230080,2011
Lagoon,400,38,Europe,Croatia,257724,2012
Lagoon,400,37,Europe,Sweden,242924,2012
Alliaura,Feeling 39 DI,37,Europe,Netherlands,222013,2012
Lagoon,400,40,Europe,Croatia,210996,2012
Lagoon,421,39,Europe,Italy,318514,2012
Leopard,44,45,Caribbean,British Virgin Islands,349612,2012
Leopard,44,43,Caribbean,British Virgin Islands,342115,2011
Leopard,44,40,Caribbean,British Virgin Islands,317968,2011
Leopard,44,40,Europe,Greece,284801,2012
Fountaine Pajot,Helia 44,43,Europe,France,489343,2012
Fountaine Pajot,Helia 44,42,Europe,Greece,406507,2011
Fountaine Pajot,Helia 44,43,Europe,Greece,460918,2012
Antares,44i,46,USA,Florida,758932,2012
Lagoon,450,47,Caribbean,Martinique,456514,2012
Lagoon,450F,43,Caribbean,Martinique,439689,2011
Lagoon,450,46,Caribbean,Martinique,386861,2011
Lagoon,450,46,Caribbean,Martinique,412575,2011
Lagoon,450,43,Caribbean,Belize,370458,2012
Lagoon,450,45,Europe,Italy,512908,2011
Lagoon,450,46,Europe,Greece,442308,2012
Lagoon,450,43,Europe,Italy,438055,2012
Lagoon,450,45,Europe,Italy,484902,2012
Lagoon,450,41,Europe,France,464532,2012
Lagoon,450,46,Europe,Italy,455737,2012
Lagoon,450,45,Europe,Italy,448461,2011
Lagoon,450,47,Europe,Italy,441587,2012
Lagoon,450,45,Europe,France,388635,2011
Lagoon,450,42,Europe,France,387822,2012
Lagoon,450,41,Europe,Greece,376691,2012
Lagoon,450,46,Europe,Greece,423865,2012
Lagoon,450,43,Europe,Croatia,349347,2012
Lagoon,450,42,Europe,Croatia,378517,2012
Lagoon,450,44,Europe,Croatia,402022,2012
Lagoon,450,49,Europe,Croatia,400722,2011
Lagoon,450,45,Europe,Greece,404386,2013
Lagoon,450,46,Europe,Greece,419027,2012
Lagoon,450,44,Europe,Italy,401513,2012
Lagoon,450,50,Europe,Italy,391295,2011
Lagoon,450,44,Europe,Italy,376342,2012
Lagoon,450,43,Europe,Croatia,370196,2012
Lagoon,450,41,Europe,Croatia,338473,2011
Lagoon,450,46,Europe,Croatia,346331,2012
Lagoon,450,44,Europe,Croatia,365803,2012
Lagoon,450,46,Europe,Croatia,345440,2011
Lagoon,450,49,Europe,Croatia,336681,2012
Lagoon ,450,42,USA,Florida,445342,2012
Fountaine Pajot,Salina 48,50,Caribbean,Panama,238715,2011
Fountaine Pajot,Salina 48,45,Europe,France,347972,2012
Lagoon,500,52,Caribbean,Antigua and Barbuda,492286,2011
Lagoon,500,49,Caribbean,Puerto Rico,530570,2011
Lagoon,500,49,Caribbean,Netherlands Antilles,470222,2012
Voyage Yachts,Voyage 520 DC,49,Caribbean,Barbados,685955,2011
Nautitech ,542,50,Europe,Spain,821218,2012
Leopard,39,38,Europe,Turkey,365364,2012
Leopard,39,38,Europe,Turkey,358590,2012
Lagoon,39,38,Europe,Cyprus,290370,2013
Lagoon,39,39,Europe,Cyprus,338530,2012
Lagoon,39,33,Europe,Italy,311640,2012
Lagoon,400 S2,38,Caribbean,Martinique,256888,2012
Lagoon,400,40,Caribbean,Guadeloupe,285201,2012
Lagoon,400,41,Caribbean,British Virgin Islands,240544,2012
Lagoon,400,38,Europe,Italy,388324,2013
Lagoon,400,40,Europe,Italy,381475,2013
Fountaine Pajot,Lipari 41,40,Europe,Croatia,342820,2013
Lagoon,400 S2,41,Europe,Croatia,353750,2012
Lagoon,400,35,Europe,Croatia,347741,2013
Fountaine Pajot,Lipari 41,37,Europe,France,308651,2012
Lagoon,400,37,Europe,Greece,330108,2013
Lagoon,400,35,Europe,Greece,335342,2012
Lagoon,400 S2,34,Europe,Croatia,253925,2013
Lagoon,400,40,Europe,Croatia,270003,2013
Lagoon,400,37,Europe,Croatia,252506,2014
Fountaine Pajot,Lipari 41,37,Europe,Croatia,271782,2012
Lagoon,400,41,Europe,Croatia,245235,2013
Dolphin Ocema ,Ocema 42,38,Europe,Portugal,282466,2013
Lagoon,421,42,Europe,Greece,444766,2012
Lagoon,421,40,Europe,Turkey,391305,2013
Dolphin Ocema,Ocema 42,38,Europe,Portugal,222055,2013
Leopard,44,40,Europe,Greece,307021,2012
Leopard,44,41,Europe,Greece,296513,2012
Fountaine Pajot,Helia 44,43,Caribbean,Martinique,349101,2012
Fountaine Pajot,Helia 44,41,Europe,Italy,568715,2013
Fountaine Pajot,Helia 44,43,Europe,Greece,459857,2012
Fountaine Pajot,Helia 44,44,Europe,Greece,441640,2012
Fountaine Pajot,Helia 44,50,Europe,Greece,464164,2012
Lagoon,450,40,Europe,Greece,433113,2012
Lagoon,450,48,Caribbean,Panama,559609,2013
Lagoon,450,41,Caribbean,British Virgin Islands,462674,2012
Lagoon,450F,46,Caribbean,British Virgin Islands,421408,2012
Lagoon,450F,44,Caribbean,Martinique,443109,2012
Lagoon,450,40,Caribbean,Bahamas,352903,2012
Lagoon,450,39,Caribbean,Martinique,362913,2012
Lagoon,450F,43,Caribbean,Martinique,349063,2012
Lagoon,450,47,Caribbean,Martinique,327241,2012
Lagoon,450,43,Caribbean,Martinique,346667,2013
Lagoon,450F,47,Europe,Croatia,640327,2012
Lagoon,450,41,Europe,Turkey,526394,2013
Lagoon,450,40,Europe,Greece,501368,2013
Lagoon,450,45,Europe,Greece,561077,2012
Lagoon,450,45,Europe,Turkey,538629,2013
Lagoon,450,49,Europe,Turkey,487808,2013
Lagoon,450,45,Europe,Spain,528767,2013
Lagoon,450,49,Europe,Spain,481307,2012
Lagoon,450 Owners Version,41,Europe,Greece,518923,2013
Lagoon,450F,47,Europe,France,489906,2012
Lagoon,450,47,Europe,Italy,447083,2013
Lagoon,450,44,Europe,Croatia,428545,2013
Lagoon,450,39,Europe,Croatia,439789,2013
Lagoon,450,45,Europe,Greece,449772,2013
Lagoon,450,45,Europe,Greece,438080,2013
Lagoon,450,43,Europe,Greece,451371,2013
Lagoon,450,43,Europe,France,391444,2013
Lagoon,450,41,Europe,Croatia,371163,2012
Lagoon,450,44,Europe,France,397962,2013
Lagoon,450,46,Europe,Croatia,380987,2012
Lagoon,450,48,Europe,Greece,373678,2013
Lagoon,450,45,Europe,Greece,401669,2013
Lagoon,450,46,Europe,Croatia,367688,2012
Lagoon,450,45,Europe,Croatia,362347,2013
Lagoon ,450,43,USA,Florida,486953,2012
Fountaine Pajot,Salina 48,46,Europe,France,463583,2014
Fountaine Pajot,Salina 48,47,Europe,France,455638,2012
Fountaine Pajot,Salina 48,49,Europe,France,451861,2012
Leopard,48,52,Caribbean,British Virgin Islands,485241,2012
Leopard,48,42,Caribbean,British Virgin Islands,418990,2014
Leopard,48,51,Caribbean,British Virgin Islands,479281,2011
Leopard,48,46,Caribbean,British Virgin Islands,429577,2012
Lagoon,52,50,Caribbean,Martinique,936352,2012
Lagoon,52,51,Caribbean,Martinique,788551,2012
Lagoon,52F,50,Europe,Greece,936245,2012
Lagoon,52F,50,Europe,Greece,966495,2013
Lagoon ,52,51,Europe,Greece,814059,2012
Lagoon ,52,46,Europe,Croatia,856651,2013
Lagoon ,52,49,Europe,Croatia,864901,2013
Lagoon ,52F,47,Europe,Greece,787379,2012
Lagoon,52,51,USA,Florida,821137,2013
Nautitech,542,55,Caribbean,Saint-Martin,725893,2012
Leopard,39,37,Caribbean,Belize,256801,2014
Leopard,39,33,Caribbean,British Virgin Islands,113727,2013
Leopard,39,36,Caribbean,British Virgin Islands,106078,2013
Lagoon,380 Owners Version,36,Caribbean,Grenada,284938,2014
Lagoon,380,38,Caribbean,Martinique,252697,2013
Lagoon,380,37,Caribbean,British Virgin Islands,223736,2012
Lagoon,380 S2,39,Caribbean,Martinique,205367,2014
Lagoon,380,36,Caribbean,Martinique,226670,2013
Lagoon,380,36,Caribbean,Martinique,221189,2014
Lagoon ,39,38,USA,Florida,275777,2013
Lagoon,39,38,Europe,Greece,346441,2014
Lagoon,39,39,Europe,France,354990,2013
Lagoon,39,41,Europe,Portugal,307997,2014
Lagoon,39,36,Europe,Portugal,353041,2013
Lagoon,39,41,Europe,Turkey,288212,2014
Lagoon,39,36,Europe,Croatia,256670,2014
Lagoon,39,38,Europe,Spain,248955,2013
Fountaine Pajot,Lipari 41,40,Caribbean,Grenada,330490,2014
Lagoon,400,42,Caribbean,Guadeloupe,257343,2014
