Make,Variant,Length,Geo,Origin,Price,Year
Beneteau,First 44.7,37,Europe,Italy,102451,2001
Beneteau,First 44.7,42,USA,Texas,119316,2006
Beneteau,Oceanis Clipper 473,38,Europe,Croatia,173973,2005
Beneteau,Oceanis 473,40,Europe,Croatia,82270,2006
Beneteau,First 47.7,46,Europe,Italy,157229,1999
Beneteau,Oceanis Clipper 473,46,Europe,Malta,150661,2002
Beneteau,Oceanis 473,50,USA,Maryland,190789,2001
Beneteau,Oceanis 473,47,USA,North Carolina,196373,2007
Beneteau,Oceanis 523,45,Europe,Italy,214714,2001
Beneteau,Oceanis Clipper 523,62,Europe,Spain,228081,2003
Beneteau,Oceanis Clipper 523,45,Europe,Spain,224175,2005
Beneteau,Oceanis 523,56,Europe,Spain,213558,2003
Beneteau,56,48,Europe,Spain,426211,2002
Beneteau ,Cyclades 50.5,50,Caribbean,Grenada,98393,2003
C&C,121,38,USA,Rhode Island,201258,2005
Cabo Rico,42,38,USA,Rhode Island,267776,2004
Caliber,40 LRC SE,43,USA,Florida,303189,2004
Catalina,387,41,USA,Maryland,128109,2003
Catalina,42 MK II,42,Caribbean,Mexico,156479,2006
Catalina,42 Mk II,42,Europe,United Kingdom,116180,2003
Catalina,42 MK II,43,USA,Washington,153019,2003
Catalina,Morgan 440,50,USA,California,186248,2004
Catalina,Morgan 440,50,Caribbean,Grenada,163438,2001
Catalina,Morgan 440,46,USA,Washington,219859,2001
Comar,Comet 41S,40,Europe,Italy,129150,2002
Comar,Comet 45s,57,Europe,Italy,158739,2002
Comar,Comet 51S,52,Europe,Italy,209956,2006
Comar,Comet 52 RS,51,Europe,Italy,280115,2002
Dehler,41 CR,42,Europe,Italy,186023,2002
Delphia,40,34,Europe,Italy,85812,2004
Dufour,385,32,Europe,Croatia,102173,2003
Dufour,385 GL,35,Caribbean,Netherlands Antilles,70629,2002
Dufour,385,33,Europe,Turkey,98115,2005
Dufour,40,39,Europe,France,89285,2003
Dufour,44,37,Europe,France,166624,2002
Dufour,44,46,Europe,Italy,137757,2002
Dufour,44 Performance,43,Europe,Italy,136878,2002
Dufour,455,41,Europe,France,150727,2002
Dufour,455 GL,43,Europe,Italy,137073,2005
Elan,Impression 434,57,Europe,Croatia,131799,2004
Elan,Impression 434,41,Europe,Croatia,86663,2003
Grand Soleil,43,50,Europe,France,188785,2004
Grand Soleil,45 RACING,45,Europe,France,214566,2003
Grand Soleil,50,47,Caribbean,Grenada,279373,2002
Grand Soleil,50,49,Europe,United Kingdom,236040,2004
Hallberg-Rassy,40,40,Europe,United Kingdom,302399,2004
Hallberg-Rassy,43,48,Europe,Greece,351222,2002
Hanse,411,42,Europe,Greece,100787,2005
Hanse,411,45,Europe,Italy,133869,2005
Hanse,411,31,Europe,Italy,112051,2003
Hanse,411,37,Europe,Italy,82407,2003
Hanse,411,43,Europe,United Kingdom,92003,2002
Hanse,461,53,Europe,France,283732,2004
Hanse,461,39,Europe,Germany,128342,2001
Hanse,461,48,Europe,Spain,208717,2002
Hanse,461,44,Europe,Spain,137687,2002
Hanse,531,51,Europe,Estonia,256707,2005
Hanse,531,50,Europe,Ireland,189595,2003
Hanse,531,50,Europe,Spain,400776,2002
Hanse,531,48,Europe,Spain,330277,2003
Harmony,42 Elegance,42,Europe,France,95556,2004
Hunter,38,38,USA,Florida,134191,2005
Hunter,38,39,USA,Maryland,73359,2004
Hunter,38,27,USA,New York,110901,2004
Hunter,41 DS,37,USA,California,122011,2004
Hunter,41 DS,39,Europe,France,122246,2003
Hunter,41 Deck Salon,45,Europe,France,101690,2005
Hunter,41 Aft Cockpit,35,USA,Maryland,111408,2003
Hunter,41 DS,36,USA,Michigan,106883,2005
Hunter,44 DS,41,USA,California,164215,2001
Hunter,44,40,USA,Maine,173541,2005
Hunter,44,37,USA,New York,155053,2000
Hunter,44 DS,43,USA,Virginia,140260,2005
Hunter,Passage 456,42,USA,North Carolina,141216,1999
Hunter,466,49,Europe,Spain,210507,2001
Hylas,49,49,Europe,Spain,434071,2004
Island Packet,370,41,USA,Florida,150178,2006
Island Packet,420,48,USA,Florida,276585,2004
Island Packet,420,38,Europe,United Kingdom,283193,2003
J Boats,J 122,38,USA,California,213503,2005
Jeanneau,Sun Odyssey 40.3,34,Europe,Greece,86166,2000
Jeanneau,Sun Odyssey 40.3,37,USA,Illinois,118445,2002
Jeanneau,Sun Odyssey 40.3,35,USA,Illinois,113583,2000
Jeanneau,Sun Odyssey 40,42,Europe,Italy,102730,2005
Jeanneau,Sun Odyssey 40.3,37,USA,Michigan,133400,2006
Jeanneau,Sun Odyssey 40.3,31,USA,New York,123346,2003
Jeanneau,SUN ODYSSEY 40.3,43,Europe,Spain,129241,2001
Jeanneau,Sun Odyssey 43 DS,42,USA,New York,164213,2006
Jeanneau,Sun Odyssey 43 DS,33,USA,Rhode Island,135966,2001
Jeanneau,Sun Odyssey 45,47,Europe,Croatia,226042,2005
Jeanneau,Sun Odyssey 45,40,Europe,Croatia,117233,2004
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,93589,2002
Jeanneau,Sun Odyssey 45,47,Europe,Croatia,89558,2002
Jeanneau,Sun Odyssey 45,45,Europe,France,158812,2005
Jeanneau,Sun Odyssey 49 DS,52,USA,California,358527,2004
Jeanneau,Sun Odyssey 49 DS,53,Europe,Croatia,183151,2001
Jeanneau,Sun Odyssey 49 DS,54,Europe,France,248712,2005
Jeanneau,Sun Odyssey 49,44,Europe,France,162538,2001
Jeanneau,Sun Odyssey 49,49,Europe,Greece,179898,2004
Jeanneau,Sun Odyssey 49,45,Europe,Greece,161874,2003
Jeanneau,Sun Odyssey 49,50,Europe,Greece,125329,2003
Jeanneau,Sun Odyssey 49,42,Europe,Italy,146576,2004
Jeanneau,Sun Odyssey 49,46,Europe,Spain,271469,2002
Jeanneau,Sun Odyssey 49,51,Europe,Spain,155073,2002
Jeanneau,Sun Odyssey 49,50,Europe,Turkey,182629,2004
Jeanneau,Sun Odyssey 49,41,USA,Washington,308742,2004
Jeanneau,Sun Odyssey 54 DS,57,Europe,Greece,220583,2002
Jeanneau,Sun Odyssey 54 DS,54,Europe,Italy,239813,2002
Jeanneau,Sun Odyssey 54 DS,55,Europe,Italy,217793,2004
Jeanneau,Sun Odyssey 54 DS,54,Europe,Portugal,277291,2002
Jeanneau,Sun Odyssey 54 DS,56,Europe,Spain,331153,2008
Jeanneau,Sun Odyssey 54 DS,58,Europe,Spain,338825,2003
Jeanneau,Sun Odyssey 54 DS,55,Europe,Spain,269617,2007
Jeanneau ,Sun Odyssey 49,41,Caribbean,Martinique,129407,2000
Malo,43 Classic,42,Europe,Netherlands,389777,2002
Malo,46,37,Europe,United Kingdom,382646,2004
Moody,49,40,Europe,Spain,373409,2003
Morris,Ocean Series 48,45,USA,California,493239,2004
Najad,380,36,Europe,United Kingdom,218785,2005
Nauticat,385,37,Europe,Spain,346624,2003
Nauticat,44,47,Europe,Denmark,369334,2004
Poncin,HARMONY 47,47,Europe,Greece,83792,2002
Salona,40,39,Europe,Greece,108464,2001
Salona,45,47,Europe,Croatia,104430,2001
Salona,45,42,Europe,Croatia,88661,2006
Salona,45,44,Europe,Cyprus,116973,2000
Salona,45,44,Europe,Italy,104078,2002
ShearWater,39,35,Caribbean,Grenada,223267,2004
Sunbeam,39,34,Europe,United Kingdom,162034,2004
Sunbeam,53,53,Europe,Spain,465440,2003
Sweden Yachts,42,40,Europe,United Kingdom,180075,2002
Tartan,4400,37,Europe,Netherlands,255165,2001
Tartan,4400,43,USA,Rhode Island,360329,2004
Van De Stadt,Beluga 46,47,Europe,Netherlands,253245,2002
Wauquiez,Centurion 40s,33,Europe,France,158408,2003
Wauquiez,Centurion 40s,41,Europe,France,175059,2003
Wauquiez,Centurion 40s,38,Caribbean,Panama,138661,2006
Wauquiez,Centurion 40s,41,Caribbean,Panama,128910,2003
Wauquiez,Centurion 40s,44,Caribbean,Panama,130664,2002
Wauquiez,Centurion 40s,37,Europe,Spain,149103,2003
Wauquiez,Pilot Saloon 40,37,Europe,Turkey,160555,2001
X-Yachts,40,38,Europe,Netherlands,183520,2007
X-Yachts,X-50,51,Europe,Italy,380581,2005
Alliage,44,44,Europe,France,264561,2006
Amel,54,54,Caribbean,Antigua and Barbuda,554714,2002
Bavaria,39 Cruiser,35,Europe,Croatia,103976,2005
Bavaria,39 Cruiser,38,Europe,Croatia,82867,2007
Bavaria,39 Cruiser,40,Europe,France,88756,2004
Bavaria,39 Cruiser,31,Europe,France,95498,2005
Bavaria,39 Cruiser,38,Europe,Germany,113797,2006
Bavaria,39 Cruiser,37,Europe,Greece,74504,2004
Bavaria,39 Cruiser,39,Europe,Greece,75944,2007
Bavaria,39 Cruiser,36,Europe,Slovenia,63084,2004
Bavaria,39 Cruiser,35,Europe,Spain,72625,2004
Bavaria,39 Cruiser,40,Europe,Turkey,91302,2004
Bavaria,42 Match,40,Europe,Croatia,56745,2005
Bavaria,42 Match,40,Europe,Croatia,55046,2002
Bavaria,42 Cruiser,41,USA,California,112467,2006
Bavaria,42 Cruiser ,40,Europe,Croatia,107166,2004
Bavaria,42 Cruiser,45,Europe,Italy,101662,2005
Bavaria,42 Cruiser,40,Europe,Netherlands,119339,2004
Bavaria,42 Cruiser,42,Europe,Portugal,136649,2005
Bavaria,Cruiser 46,49,Europe,Croatia,92672,2005
Bavaria,Cruiser 46,39,Europe,Croatia,90526,2007
Bavaria,Cruiser 46,40,Europe,Greece,136625,2005
Bavaria,Cruiser 46,46,Europe,Greece,125013,2001
Bavaria,Cruiser 46,51,Europe,Greece,98771,2003
Bavaria,Cruiser 46,46,Europe,Greece,93132,2003
Bavaria,Cruiser 46,47,Europe,Greece,96966,2005
Bavaria,Cruiser 46,41,Europe,Greece,77125,2003
Bavaria,Cruiser 46,41,Europe,Greece,108006,2005
Bavaria,Cruiser 46,50,Europe,Greece,105421,2006
Bavaria,Cruiser 50,43,Caribbean,Bahamas,214878,2003
Bavaria,50 Cruiser,43,Europe,Croatia,174063,2005
Bavaria,50 Cruiser,50,Europe,Croatia,123098,2005
Bavaria,50 Cruiser,46,Europe,Greece,124716,2007
Bavaria,50 Cruiser,47,Europe,Greece,123287,2001
Bavaria,50 Cruiser,54,Europe,Greece,92787,2006
Bavaria,50 Cruiser,41,Europe,Italy,120998,2004
Bavaria,50 Cruiser,44,Europe,Italy,98558,2003
Bavaria,50 Cruiser,52,Europe,Spain,175657,2003
Beneteau,Cyclades 39.3,34,USA,California,154554,2004
Beneteau,Cyclades 39.3 ,34,Europe,Croatia,85390,2004
Beneteau,Cyclades 39.3 ,44,Europe,Croatia,75875,2007
Beneteau,Cyclades 39.3 ,39,Europe,Greece,67394,2002
Beneteau,First 40.7,39,USA,Hawaii,202528,2002
Beneteau,Cyclades 39.3 ,37,USA,New York,90767,2005
Beneteau,Cyclades 39.3,31,USA,North Carolina,101135,2007
Beneteau,Cyclades 39.3 ,35,Europe,Portugal,103336,2003
Beneteau,Cyclades 39.3 ,39,Europe,Turkey,103659,2005
Beneteau,423,39,USA,Alabama,184095,2006
Beneteau,Cyclades 43.4,38,Europe,Croatia,91584,2005
Beneteau,Cyclades 43.4,42,Europe,Croatia,94426,2005
Beneteau,Cyclades 43.4,39,Europe,Croatia,83805,2006
Beneteau,Cyclades 43.4,46,Europe,Croatia,85003,2006
Beneteau,Oceanis 423,41,USA,Georgia,144170,2006
Beneteau,Oceanis Clipper 423,35,Europe,Greece,68830,2000
Beneteau,Oceanis Clipper 423,43,Europe,Malta,156708,2007
Beneteau,Cyclades 43.3,34,Europe,Malta,110107,2005
Beneteau,Oceanis 423,41,USA,New York,154884,2004
Beneteau,Oceanis 423,43,USA,New York,148456,2005
Beneteau,Oceanis 423,39,USA,New York,124182,2007
Beneteau,Oceanis 423,40,USA,Rhode Island,132462,2005
Beneteau,Oceanis 423,41,USA,South Carolina,134209,2005
Beneteau,Oceanis Clipper 423,45,Europe,Spain,90123,2007
Beneteau,423,44,Caribbean,Trinidad and Tobago,91555,2005
Beneteau,Oceanis 423,44,USA,Virginia,160804,2006
Beneteau,First 44.7,41,USA,Georgia,150476,2002
Beneteau,First 44.7,47,Europe,Greece,141039,2005
Beneteau,First 44.7,44,Europe,Italy,151744,2005
Beneteau,First 44.7,37,USA,New York,139539,2005
Beneteau,Oceanis 473,43,USA,California,224100,2003
Beneteau,Oceanis 473,44,Europe,Croatia,145981,2002
Beneteau,Oceanis 473,52,USA,Oregon,299119,2004
Beneteau,Oceanis 473,48,Europe,Spain,166397,2007
Beneteau,Oceanis 473,49,Europe,Spain,160648,2006
Beneteau,Oceanis 473,44,Europe,Spain,148999,2006
Beneteau,Oceanis Clipper 473,46,Europe,Spain,130884,2003
Beneteau,Oceanis Clipper 473,46,Europe,Spain,147078,2002
Beneteau,First 50,48,Europe,France,262704,2003
Beneteau,Oceanis 50,47,Europe,Greece,178145,2004
Beneteau,Oceanis 50,44,Europe,Greece,210422,2004
Beneteau,Oceanis 50,51,Europe,Greece,163402,2005
Beneteau,Oceanis 50,51,Europe,Greece,171676,2004
Beneteau,Oceanis 50,43,Caribbean,Grenada,218488,2005
Beneteau,Oceanis 50,44,Europe,Italy,184013,2006
Beneteau,Oceanis 50,50,Europe,Malta,207069,2005
Beneteau,Oceanis 50,49,Europe,Portugal,224838,2003
Beneteau,Oceanis 50 ,47,Europe,Romania,136957,2003
Beneteau,Oceanis 50,52,Europe,United Kingdom,186764,2002
Beneteau,Cyclades 50.5,50,Europe,Croatia,95532,2005
Beneteau,Cyclades 50.5,42,Europe,France,138211,2003
Beneteau,Oceanis 51,49,Caribbean,Grenada,122279,2003
Beneteau,Cyclades 50.5,52,USA,Washington,186868,2007
Beneteau,523,42,USA,California,275614,2007
Beneteau,Oceanis Clipper 523,53,Europe,Croatia,176637,2004
Beneteau,Oceanis Clipper 523,43,Europe,Greece,211907,2005
Beneteau,Oceanis 523 A,51,Europe,Romania,175746,2005
Beneteau,Oceanis 523,51,Europe,Spain,378543,2003
Beneteau,Oceanis 523,57,Europe,Spain,258891,2002
C&C,115,30,USA,California,129121,2005
C&C,115,36,USA,California,139436,2006
C&C,115,38,USA,Maryland,119729,2003
Cabo Rico,42,51,USA,Rhode Island,342472,2004
Catalina,387,36,USA,Maryland,142136,2004
Catalina,387,33,USA,North Carolina,175666,2006
Catalina,400 MK II,41,USA,Florida,136350,2007
Catalina,42 MK II,42,USA,Massachusetts,152850,2006
Catalina,Morgan 440,48,USA,Florida,227379,2004
Catalina ,Morgan 440 DS Sloop,41,Caribbean,Mexico,245974,2003
Comar,Comet 41S,38,Europe,Italy,145500,2003
Comar,Comet 41S,32,Europe,Italy,114927,2007
Delphia,40,40,Europe,Italy,78121,2004
Delphia,40,34,Europe,Sweden,166266,2001
Dufour,385 GL,34,Europe,France,91682,2005
Dufour,40 Performance,41,Europe,Spain,97599,2004
Dufour,44 Performance,50,Europe,Italy,128450,2003
Dufour,455,40,Europe,Greece,141002,2004
Dufour,455 GL,38,Europe,Greece,150837,2006
Dufour,455,42,Europe,Malta,147885,2007
Dufour,455 GL,53,Europe,Spain,158917,2006
Elan,Impression 384,41,Europe,Croatia,113939,2003
Elan,Impression 384,33,Europe,Croatia,88291,2006
Elan,Impression 384,40,Europe,Croatia,69468,2005
Elan,Impression 384,29,Europe,Croatia,63205,2001
Elan,434 Impression,41,Europe,Croatia,114063,2006
Elan,Impression 434,43,Europe,Malta,187835,2007
Elan,Impression 434,41,Europe,Spain,125246,2004
Elan,Impression 434,46,Europe,Spain,112501,2003
Elan,Impression 434,41,Europe,Sweden,199566,2003
Grand Soleil,40,39,Europe,Italy,149511,2001
Grand Soleil,40,41,Europe,Italy,88413,2005
Grand Soleil,43,41,Europe,Greece,161694,2005
Grand Soleil,45,50,Europe,Italy,157924,2005
Grand Soleil,45,47,Europe,Italy,151220,2002
Grand Soleil,45,50,Europe,Italy,168740,2008
Grand Soleil,45,37,Europe,Turkey,171170,2007
Grand Soleil,45,39,Europe,Turkey,168302,2003
Grand Soleil,50,54,Caribbean,Antigua and Barbuda,279601,2004
Grand Soleil,50,46,Europe,Italy,197553,2005
Hanse,400,39,Europe,France,110274,2003
Hanse,400,40,Europe,Greece,105512,2003
Hanse,400e,33,Europe,Italy,85653,2004
Hanse,400e,42,Europe,Netherlands,139393,2001
Hanse,400,39,Europe,Netherlands,133665,2005
Hanse,411,40,Europe,Spain,110277,2006
Hanse,461,43,Europe,France,225226,2005
Hanse,461,40,Europe,Italy,187590,2002
Hanse,461,45,Europe,Italy,175312,2006
Hanse,461,41,Europe,Italy,139947,2006
Hanse,461,43,Europe,Italy,120144,2006
Hanse,470e,50,Europe,Denmark,172891,2005
Hanse,540e,57,Europe,Spain,277600,2001
Hanse,531,57,Europe,Ireland,155929,2007
Hanse,531,52,Europe,Ireland,158339,2006
Harmony,38,36,Europe,United Kingdom,69325,2008
Harmony,47,52,Europe,Greece,86199,2003
Hunter,380,32,USA,Florida,88623,2005
Hunter,38,36,USA,Connecticut,108832,2002
Hunter,38,39,Europe,Cork,109803,2003
Hunter,38,35,USA,New Jersey,94291,2003
Hunter,38,34,USA,New York,120320,2006
Hunter,38,36,USA,New York,104721,2005
Hunter,38,33,USA,New York,100786,2005
Hunter,38,34,USA,North Carolina,128496,2003
Hunter,38,39,USA,Texas,108830,2003
Hunter,38,33,USA,Wisconsin,117399,2005
Hunter,41,36,USA,California,133410,2006
Hunter,41 DS,41,Europe,Greece,100125,2000
Hunter,41 Deck Salon,41,Europe,Greece,89782,2003
Hunter,41 DS,30,USA,New York,185181,2007
Hunter,41 DS,37,USA,North Carolina,142976,2004
Hunter,41 DS,38,USA,Ohio,139977,2006
Hunter,41 DS,37,USA,Washington,186294,2005
Hunter,44,39,USA,Florida,174817,2005
Hunter,44 Deck Salon,36,Caribbean,Mexico,165386,2005
Hunter,44 DS,45,USA,Rhode Island,192522,2004
Hunter,45 Center Cockpit,41,USA,California,212675,2004
Hunter,45 Center Cockpit,43,USA,Maryland,166188,2003
Hunter,45cc,49,USA,Wisconsin,199764,2002
Island Packet,440,54,USA,Florida,362515,2004
Island Packet,445,44,Europe,Gibraltar,332545,2003
Island Packet,445,41,Europe,Gibraltar,275704,2004
Island Packet,440,39,Europe,Netherlands,396031,2006
Island Packet,440,48,Europe,Netherlands,330091,2004
Island Packet,485,50,Europe,Netherlands,558824,2002
J Boats,J 122,37,USA,California,191161,2001
Jeanneau,Sun Odyssey 40.3,45,Europe,Croatia,111847,2006
Jeanneau,Sun Odyssey 40.3,43,Europe,Croatia,83811,2005
Jeanneau,Sun Odyssey 40.3,41,USA,Illinois,113757,2004
Jeanneau,Sun Odyssey 40.3,47,Europe,Italy,125794,2005
Jeanneau,Sun Odyssey 40.3,29,Europe,Italy,97317,2004
Jeanneau,Sun Odyssey 40.3,38,USA,Rhode Island,105507,2005
Jeanneau,Sun Odyssey 40.3,37,Europe,United Kingdom,106465,2007
Jeanneau,Sun Odyssey 42 DS,43,Caribbean,Mexico,190841,2005
Jeanneau,Sun Odyssey 42 DS,35,USA,Rhode Island,164493,2005
Jeanneau,Sun Odyssey 42 DS,37,Europe,Spain,131472,2005
Jeanneau,Sun Odyssey 43 DS,40,USA,Washington,214705,2004
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,168068,2003
Jeanneau,Sun Odyssey 45,39,Europe,Croatia,123801,2005
Jeanneau,Sun Odyssey 45,49,Europe,Croatia,137968,2002
Jeanneau,Sun Odyssey 45,42,USA,Florida,148985,2003
Jeanneau,Sun Odyssey 45,38,Europe,Greece,102302,2005
Jeanneau,Sun Odyssey 45,43,Europe,Greece,116772,2004
Jeanneau,Sun Odyssey 45,36,Europe,Spain,183839,2003
Jeanneau,Sun Odyssey 45,42,Europe,Spain,129419,2005
Jeanneau,Sun Odyssey 45,36,Europe,Spain,156933,2005
Jeanneau,Sun Odyssey 48 DS,44,Europe,France,156851,2004
Jeanneau,Sun Odyssey 49 DS,42,Europe,Croatia,131603,2004
Jeanneau,Sun Odyssey 49 DS,50,USA,Florida,267664,2004
Jeanneau,Sun Odyssey 49 DS,52,USA,Florida,193613,2007
Jeanneau,Sun Odyssey 49 DS,52,Europe,France,171218,2004
Jeanneau,Sun Odyssey 49 Owners version,58,Europe,Greece,270384,2004
Jeanneau,Sun Odyssey 49,50,Europe,Greece,121436,2003
Jeanneau,Sun Odyssey 49 DS,54,Europe,Italy,193130,2001
Jeanneau,Sun Odyssey 49,50,USA,Michigan,258828,2008
Jeanneau,Sun Odyssey 49,50,USA,Michigan,279801,2004
Jeanneau,Sun Odyssey 49 DS,41,Europe,Spain,229677,2004
Jeanneau,Sun Odyssey 54 DS,49,Europe,Croatia,168533,2007
Jeanneau,Sun Odyssey 54 DS,56,Europe,Greece,264151,2007
Jeanneau,Sun Odyssey 54 DS,63,Europe,Italy,252658,2003
Najad,440 CC,42,Europe,United Kingdom,398204,2003
Nordship,DSC 38,41,Europe,France,207798,2005
Oyster,46,40,USA,Rhode Island,478645,2003
Passport,470,47,USA,Maryland,505255,2005
Passport,Vista 515 Center Cockpit,55,USA,Maryland,737674,2003
Sabre,386,33,USA,New York,201890,2003
Sabre,426,40,USA,Florida,304689,2003
Sabre,426,34,USA,Maryland,326540,2006
Tayana,48,42,USA,California,352668,2005
Wauquiez,Centurion 40s,41,Europe,France,163365,2004
Wauquiez,Pilot Saloon 41,37,Europe,Ireland,164280,2002
Wauquiez,Pilot Saloon 41,41,Europe,Spain,174639,2002
Wauquiez,Pilot Saloon 47,48,Europe,Greece,272223,2001
X-Yachts,X-40,39,Europe,France,176186,2002
X-Yachts,X-40,39,Europe,Italy,209287,2003
X-Yachts,X-43,38,Europe,France,189840,2006
X-Yachts,X-50,47,Europe,Belgium,458589,2001
X-Yachts,50,51,Europe,Denmark,368455,2008
X-Yachts,X-50,45,Europe,France,332474,2005
Zuanelli,52 DH,59,Europe,Italy,320367,2006
Allures,44,45,Europe,France,300633,2006
Alubat,Ovni 395,41,Europe,Italy,231773,2008
Alubat,CIGALE 16,61,Europe,Spain,397647,2006
Amel,54,53,Europe,Spain,593941,2006
Archambault,40 RC,39,Europe,Greece,143663,2006
Bavaria,39 Cruiser,34,Europe,Croatia,134807,2006
Bavaria,39 Cruiser,36,Europe,Croatia,97144,2005
Bavaria,39 Cruiser,37,USA,Florida,81972,2005
Bavaria,39 Cruiser,40,Europe,Greece,105741,2006
Bavaria,39 Cruiser,33,Europe,Greece,61864,2007
Bavaria,39 Cruiser,43,Europe,Greece,73994,2005
Bavaria,39 Cruiser,35,Europe,Greece,78202,2005
Bavaria,39 Cruiser,36,Europe,Greece,80050,2009
Bavaria,39 Cruiser,39,Europe,Spain,101360,2003
Bavaria,39 Cruiser,35,Europe,United Kingdom,112713,2006
Bavaria,44 Vision,46,Europe,Bulgaria,134445,2004
Bavaria,44 Vision,36,Europe,Italy,192536,2007
Bavaria,44 Vision,41,Europe,Netherlands,187380,2003
Bavaria,Cruiser 46,47,Europe,Croatia,149079,2005
Bavaria,Cruiser 46,42,Europe,Croatia,133210,2005
Bavaria,Cruiser 46,47,Europe,Croatia,79152,2006
Bavaria,46 Cruiser,44,USA,Florida,122982,2007
Bavaria,Cruiser 46,48,Europe,Greece,119676,2003
Bavaria,Cruiser 46,46,Europe,Italy,110020,2005
Bavaria,Cruiser 46,48,Caribbean,Martinique,145311,2005
Bavaria,50 Cruiser,45,Europe,Croatia,191196,2006
Bavaria,50 Cruiser,53,Europe,Croatia,161766,2005
Bavaria,50 Cruiser,40,Europe,Croatia,119993,2006
Bavaria,50 Cruiser,44,Europe,Croatia,133370,2004
Bavaria,50 Cruiser,48,Europe,Croatia,108987,2007
Bavaria,50 Cruiser,51,Europe,Italy,132557,2005
Bavaria,50 Cruiser,45,Europe,Italy,121799,2006
Bavaria,50 Cruiser,45,Europe,Italy,135466,2007
Bavaria,50 Cruiser,50,Europe,Malta,209612,2007
Bavaria,50 Cruiser,45,Europe,Spain,189512,2004
Bavaria ,Cruiser 46,48,Caribbean,Saint Lucia,146774,2004
Bavaria ,Cruiser 50,47,Caribbean,Martinique,205302,2006
Beneteau,Cyclades 39.3 ,42,Europe,Croatia,77897,2006
